condition,session_id,role,round,offer_price
llm_deliberative,409,seller,1,95.6
llm_deliberative,410,buyer,0,67
llm_deliberative,410,seller,1,96
llm_deliberative,411,buyer,0,67
llm_deliberative,411,seller,1,96.4
llm_deliberative,412,buyer,0,67
llm_deliberative,412,seller,1,95
llm_deliberative,413,buyer,0,67
llm_deliberative,413,seller,1,95.6
llm_deliberative,414,buyer,0,67
llm_deliberative,414,seller,1,96
llm_deliberative,415,buyer,0,67
llm_deliberative,415,seller,1,95
llm_deliberative,416,buyer,0,67
llm_deliberative,416,seller,1,96.4
llm_deliberative,417,buyer,0,67
llm_deliberative,417,seller,1,96.4
llm_deliberative,418,buyer,0,67
llm_deliberative,418,seller,1,96.4
llm_deliberative,419,buyer,0,67
llm_deliberative,419,seller,1,96.4
llm_deliberative,420,buyer,0,67
llm_deliberative,420,seller,1,95
llm_deliberative,421,buyer,0,67
llm_deliberative,421,seller,1,96
llm_deliberative,422,buyer,0,67
llm_deliberative,422,seller,1,95
llm_deliberative,423,buyer,0,67
llm_deliberative,423,seller,1,95
llm_deliberative,424,buyer,0,67
llm_deliberative,424,seller,1,95
llm_deliberative,425,buyer,0,67
llm_deliberative,425,seller,1,96.4
llm_deliberative,426,buyer,0,67
llm_deliberative,426,seller,1,96.4
llm_deliberative,427,buyer,0,67
llm_deliberative,427,seller,1,96.4
llm_deliberative,428,buyer,0,67
llm_deliberative,428,seller,1,95
llm_deliberative,429,buyer,0,67
llm_deliberative,429,seller,1,96.4
llm_deliberative,430,buyer,0,67
llm_deliberative,430,seller,1,95
llm_deliberative,431,buyer,0,67
llm_deliberative,431,seller,1,95
llm_deliberative,432,buyer,0,67
llm_deliberative,432,seller,1,96.4
llm_deliberative,433,buyer,0,65
llm_deliberative,433,seller,1,106.4
llm_deliberative,434,buyer,0,67
llm_deliberative,434,seller,1,96
llm_deliberative,435,buyer,0,67
llm_deliberative,435,seller,1,96.4
llm_deliberative,436,buyer,0,67
llm_deliberative,436,seller,1,96.4
llm_deliberative,437,buyer,0,67
llm_deliberative,437,seller,1,96.4
llm_deliberative,438,buyer,0,67
llm_deliberative,438,seller,1,96.4
llm_deliberative,439,buyer,0,67
llm_deliberative,439,seller,1,96
llm_deliberative,440,buyer,0,67
llm_deliberative,440,seller,1,96.4
llm_deliberative,441,buyer,0,67
llm_deliberative,441,seller,1,96
llm_deliberative,442,buyer,0,65
llm_deliberative,442,seller,1,96
llm_deliberative,443,buyer,0,67
llm_deliberative,443,seller,1,96.4
llm_deliberative,444,buyer,0,67
llm_deliberative,444,seller,1,96.4
llm_deliberative,445,buyer,0,65
llm_deliberative,445,seller,1,106
llm_deliberative,446,buyer,0,67
llm_deliberative,446,seller,1,96.4
llm_deliberative,447,buyer,0,67
llm_deliberative,447,seller,1,96
llm_deliberative,448,buyer,0,66
llm_deliberative,448,seller,1,96
llm_deliberative,449,buyer,0,67
llm_deliberative,449,seller,1,95
llm_deliberative,450,buyer,0,65
llm_deliberative,450,seller,1,95.6
