condition,session_id,role,round,offer_price
llm_free_language,142,seller,1,90.0
llm_free_language,142,buyer,2,88.0
llm_free_language,142,seller,3,90.0
llm_free_language,142,buyer,4,89.0
llm_free_language,142,seller,5,90.0
llm_free_language,142,buyer,6,89.5
llm_free_language,142,seller,7,90.0
llm_free_language,142,buyer,8,89.75
llm_free_language,143,buyer,0,70.0
llm_free_language,143,seller,1,90.0
llm_free_language,143,buyer,2,85.0
llm_free_language,143,seller,3,90.0
llm_free_language,143,buyer,4,88.75
llm_free_language,144,buyer,0,70.0
llm_free_language,144,seller,1,90.0
llm_free_language,144,buyer,2,88.0
llm_free_language,144,seller,3,92.0
llm_free_language,144,buyer,4,90.0
llm_free_language,144,seller,5,91.0
llm_free_language,144,buyer,6,90.5
llm_free_language,144,seller,7,91.0
llm_free_language,144,buyer,8,90.75
llm_free_language,144,seller,9,91.0
